501,66528288,1200,,,,LY
501,67689678,1200,,,,LY
501,68636088,1200,,,,LY
501,88718008,1200,,,,LY
501,66123788,1200,,,,LY
501,66019899,1200,,,,LY
501,66069199,1200,,,,LY
501,66088599,1200,,,,LY
501,67779119,1500,,,,LY
501,67776556,1500,,,,LY
501,62018558,1500,,,,LY
501,87718778,1500,,,,LY
501,62308558,1500,,,,LY
501,62308668,1500,,,,LY
501,83830988,1500,,,,LY
501,66185788,1200,,,,LY
501,88910988,1500,,,,LY
501,66090789,1000,,,,LY
501,66008789,1500,,,,LY
501,83060678,1500,,,,LY
501,87888827,1500,,,,LY
501,83680588,1500,,,,LY
501,82678588,1500,,,,LY
501,66077678,1500,,,,LY
501,66081678,1500,,,,LY
501,66068789,1500,,,,LY
501,66189899,1500,,,,LY
501,66553088,1500,,,,LY
501,66007787,1500,,,,LY
501,66001789,1500,,,,LY
501,66007877,1500,,,,LY
501,66007677,1500,,,,LY
501,66007757,1500,,,,LY
501,87708008,1500,,,,LY
501,69556599,1500,,,,LY
501,63283678,1000,,,,LY
501,63269678,1000,,,,LY
501,63288789,1000,,,,LY
501,63310789,1000,,,,LY
501,63303678,1000,,,,LY
501,63351789,1000,,,,LY
501,66063699,1000,,,,LY
501,66182088,1200,,,,LY
501,67699188,1500,,,,LY
501,66069688,1500,,,,LY
501,83839588,1500,,,,LY
501,65518558,1600,,,,LY
501,63339789,1200,,,,LY
501,66090788,1200,,,,LY
501,85805988,1200,,,,LY
501,67779077,1200,,,,LY
501,68328008,1500,,,,LY
501,66080188,1500,,,,LY
501,66180588,1500,,,,LY
501,66082988,1500,,,,LY
501,66178678,1000,,,,LY
501,88138558,1500,,,,LY
501,65618008,1500,,,,LY
501,66068699,1000,,,,LY
501,66008399,1000,,,,LY
501,87777599,1500,,,,LY
501,63038668,1500,,,,LY
501,68318008,1500,,,,LY
501,87759889,1500,,,,LY
501,83638668,1500,,,,LY
501,83638558,1500,,,,LY
501,83385088,1500,,,,LY
501,87888830,1500,,,,LY
501,87888853,1500,,,,LY
501,80598885,1500,,,,LY
501,88378558,1500,,,,LY
501,68815088,1500,,,,LY
501,68820688,1500,,,,LY
501,88919899,1500,,,,LY
501,68838008,1500,,,,LY
501,66063188,1200,,,,LY
501,85511811,1500,,,,LY
501,85989889,1600,,,,LY
501,87772678,1600,,,,LY
501,66058558,1600,,,,LY
501,88908668,1600,,,,LY
501,68638188,1800,,,,LY
501,67168988,1800,,,,LY
501,67118988,1800,,,,LY
501,82081688,1800,,,,LY
501,83168588,1800,,,,LY
501,63028688,1800,,,,LY
501,63158688,1800,,,,LY
501,83666588,1800,,,,LY
501,67171688,1800,,,,LY
501,67108688,1800,,,,LY
501,67108988,1800,,,,LY
501,88971688,1800,,,,LY
501,88982688,1800,,,,LY
501,68878988,1800,,,,LY
501,88708988,1800,,,,LY
501,67696988,1800,,,,LY
501,88911688,1800,,,,LY
501,88958998,1800,,,,LY
501,68822088,1800,,,,LY
501,68806889,1800,,,,LY
501,68808118,1800,,,,LY
501,68878118,1800,,,,LY
501,67178188,1800,,,,LY
501,67108188,1800,,,,LY
501,87188858,1800,,,,LY
501,63333166,1800,,,,LY
501,82318588,1800,,,,LY
501,67788399,1800,,,,LY
501,88777866,1800,,,,LY
501,88119688,1800,,,,LY
501,88222688,1800,,,,LY
501,68699188,1800,,,,LY
501,88181788,1800,,,,LY
501,68358988,1800,,,,LY
501,68338088,1800,,,,LY
501,88386188,1800,,,,LY
501,88366088,1800,,,,LY
501,68366188,1800,,,,LY
501,88368678,1800,,,,LY
501,68038588,1800,,,,LY
501,68065188,1800,,,,LY
501,68068788,1800,,,,LY
501,68080588,1800,,,,LY
501,68080988,1800,,,,LY
501,65518988,1800,,,,LY
501,65538988,1800,,,,LY
501,65068088,1800,,,,LY
501,67578988,1800,,,,LY
501,65908988,1800,,,,LY
501,65058688,1800,,,,LY
501,85958088,1800,,,,LY
501,68828188,1800,,,,LY
501,88956988,1800,,,,LY
501,88799188,1800,,,,LY
501,88950588,1800,,,,LY
501,88950188,1800,,,,LY
501,88975688,1800,,,,LY
501,88978588,1800,,,,LY
501,88977088,1800,,,,LY
501,88155788,1800,,,,LY
501,88116966,1800,,,,LY
501,68968088,1800,,,,LY
501,68968588,1800,,,,LY
501,68908188,1800,,,,LY
501,63861688,1800,,,,LY
501,63898088,1800,,,,LY
501,67890799,1800,,,,LY
501,67891799,1800,,,,LY
501,61198188,1800,,,,LY
501,61198988,1800,,,,LY
501,87681688,1800,,,,LY
501,87777456,1800,,,,LY
501,67755688,1800,,,,LY
501,67608988,1800,,,,LY
501,88113588,1800,,,,LY
501,61111899,1800,,,,LY
501,63366588,1800,,,,LY
501,82258588,1800,,,,LY
501,68898788,1800,,,,LY
501,88958678,1800,,,,LY
501,65516556,1800,,,,LY
501,65883789,1800,,,,LY
501,67711088,1800,,,,LY
501,65566088,1800,,,,LY
501,65561678,1800,,,,LY
501,85866088,1800,,,,LY
501,68662688,1800,,,,LY
501,68660678,1800,,,,LY
501,68658678,1800,,,,LY
501,87889559,1800,,,,LY
501,87889779,1800,,,,LY
501,66056088,1800,,,,LY
501,82666567,1800,,,,LY
501,62258688,1800,,,,LY
501,62226088,1800,,,,LY
501,62277678,1800,,,,LY
501,66063088,1800,,,,LY
501,66086678,1800,,,,LY
501,66560588,1800,,,,LY
501,68810688,1800,,,,LY
501,66518088,1800,,,,LY
501,66166988,1800,,,,LY
501,66158088,1800,,,,LY
501,66111311,1800,,,,LY
501,66518188,1800,,,,LY
501,66001788,1800,,,,LY
501,66005665,1800,,,,LY
501,88589099,1800,,,,LY
501,88110789,1800,,,,LY
501,83839099,1800,,,,LY
501,83839599,1800,,,,LY
501,63165188,1800,,,,LY
501,83878088,1800,,,,LY
501,83868668,1800,,,,LY
501,66067088,1800,,,,LY
501,67708818,1800,,,,LY
